Value,Period
145.479,1
114.109,2
134.44,3
244.814,4
312.639,5
464.943,6
500.718,7
585.559,8
608.427,9
532.549,10
366.553,11
235.998,12
184.25,13
116.78,14
114.312,15
236.661,16
331.811,17
391.109,18
487.881,19
636.029,20
549.825,21
460.302,22
385.575,23
235.425,24
