Value,Period
37.659,1
26.688,2
22.846,3
32.302,4
44.469,5
53.024,6
64.318,7
80.422,8
83.57,9
83.801,10
71.76,11
48.765,12
48.53,13
36.094,14
32.923,15
20.781,16
51.553,17
55.029,18
65.785,19
85.948,20
89.399,21
85.971,22
77.163,23
61.207,24
