Value,Period
21.714,1
14.894,2
10.979,3
15.428,4
23.507,5
22.834,6
39.349,7
53.046,8
58.194,9
54.304,10
40.788,11
26.991,12
21.804,13
17.039,14
18.443,15
0.018,16
22.958,17
23.336,18
37.785,19
51.204,20
57.838,21
52.833,22
44.626,23
36.681,24
