Value,Period
37.012,1
24.839,2
21.715,3
28.571,4
42.533,5
52.865,6
64.277,7
81.278,8
83.006,9
83.48,10
70.599,11
46.928,12
47.165,13
33.987,14
30.526,15
17.965,16
50.499,17
54.078,18
66.064,19
85.637,20
87.636,21
85.209,22
76.348,23
59.168,24
