Value,Period
18.929,1
9.837,2
6.17,3
8.999,4
22.471,5
26.022,6
41.239,7
55.962,8
59.347,9
58.079,10
46.336,11
28.108,12
21.69,13
14.235,14
17.444,15
-2.459,16
24.252,17
28.249,18
40.998,19
56.942,20
62.558,21
57.598,22
49.684,23
39.181,24
