Value,Period
21.161,1
13.592,2
9.361,3
13.712,4
23.039,5
22.903,6
40.313,7
53.476,8
58.374,9
56.02,10
41.361,11
26.664,12
21.355,13
15.747,14
17.618,15
-0.84,16
23.052,17
24.063,18
38.074,19
50.077,20
57.444,21
53.393,22
47.085,23
38.714,24
